source,native_id,id,requirement_title,requirement_description,naics,estimated_value,est_value_unit,solicitation_date,award_date,office,place_city,place_state,place_country,contract_type,set_aside,loaded_at,extra
DHS,*F2022059327,0ac61e64d95dd7ceaf27b31610ce7bac,"15938427 Correct Corrosion Control Deficiencies Air Station (FY23 C-POP) at CG AIRSTA CLEARWATER in Clearwater, FL","15938427 Correct Corrosion Control Deficiencies Air Station (FY23 C-POP) at CG AIRSTA CLEARWATER in Clearwater, FL",236210 - Industrial Building Construction,2000000.0,$2M TO $5M,2025-05-08,2025-07-01,USCG/SILC-Const.,Clearwater,FL,USA,Firm Fixed Price,,,"{'contract_vehicle': 'IDIQ TO/DO (Non Strategic Sourcing Vehicle Multiple Award Contract)', 'small_business_program': 'SB', 'contract_status': 'New Requirement, No Contract', 'contract_number': 'nan', 'contractor': 'nan', 'primary_contact_first_name': 'Dannetta', 'primary_contact_last_name': 'Townsend', 'primary_contact_phone': '(206) 820-4480', 'primary_contact_email': 'dannetta.n.townsend@uscg.mil', 'forecast_published': '08/19/2024', 'forecast_previously_published': '08/25/2023'}"
DHS,*F2022059532,0a4fc70800b3fa531b4a4edbd940af53,"Construction Inspection Services, Base Kodiak OPC/FRC Homeport, Kodiak, AK","Provide Construction Inspection Services in support of the construction of facilities to homeport Offshore Patrol Cutters (OPC) and Fast Response Cutter (FRC) at Base Kodiak, Kodiak, AK.  Construction inspection services will support the project work which includes, but is not limited to, modifications and additions to the existing waterfront wharf, moorage piers, and other site amenities.",541330 - Engineering Services,250000.0,$250K TO $500K,2025-05-01,2025-04-01,USCG/SILC-Const.,Kodiak,AK,USA,Firm Fixed Price,,,"{'contract_vehicle': 'GSA Schedule', 'small_business_program': 'TBD', 'contract_status': 'New Requirement, No Contract', 'contract_number': 'nan', 'contractor': 'nan', 'primary_contact_first_name': 'Gabriel', 'primary_contact_last_name': 'Perez', 'primary_contact_phone': '(206) 220-7424', 'primary_contact_email': 'Gabriel.D.Perez@uscg.mil', 'forecast_published': '04/29/2025', 'forecast_previously_published': '08/22/2022'}"
DHS,*F2022059782,f7c5b893690eaa6f23621514a6a02626,LogHOUSE II,"The Government has a nationwide requirement for the Support Services Branch, for support services and construction for its Temporary Housing Unit mission, to provide housing to disaster survivors. Temporary Housing Units include manufactured homes and travel trailers. The work will include: (1) the transportation of housing units to and from various locations; (2) the operation of and/or staffing of a temporary housing unit staging area; (3) the transportation of housing units to and from installation sites; (4) the installation and maintenance of the temporary housing units; (5) the deactivation and transportation of housing units to designated storage or staging sites; (6) site inspections and feasibility assessments for various sites; (7) the design and construction services related to commercial park expansion, group sites, emergency group sites and temporary housing units staging areas. The Government plans to award a multiple award indefinite delivery, indefinite quantity type contract for this requirement.",236220 - Commercial and Institutional Building Construction,100000000.0,OVER $100M,2025-02-04,2025-07-01,FEMA,Multiple,,USA,Firm Fixed Price,,,"{'contract_vehicle': 'Indefinite Delivery Contract', 'small_business_program': 'nan', 'contract_status': 'Follow-on to Existing Contract', 'contract_number': '70FB8018D00000010, 70FB8018D00000011, 70FB8018D00000012, 70F', 'contractor': 'APTIM FEDERAL SERVICES LLC, CH2M FACILITY SUPPORT SERVICES LLC, DISASTER SOLUTIONS ALLIANCE LLC, MLU SERVICES INC, WINDSTORM MITIGATION INC, TIMBERLINE CONSTRUC', 'primary_contact_first_name': 'Shunte', 'primary_contact_last_name': 'Gray', 'primary_contact_phone': '(202) 924-3381', 'primary_contact_email': 'fema-logtthuhousingmission@fema.dhs.gov', 'forecast_published': '03/20/2025', 'forecast_previously_published': '08/21/2023'}"
DHS,*F2022059872,70444a1f8db5f1e21f4960da0cb8c9b9,"Telecommunications Engineering, LAN, & Enhanced Communications Management (TELECOM)","U.S. Coast Guard (USCG), Command, Control, Communications, Computers, Cyber, and Intelligence Service Center, Infrastructure Services Division, Physical Infrastructure Services Branch (C5ISC-ISD-PSB), has a requirement for contractor support to provide telecommunications engineering, LAN and enhanced communications management support, for the USCG C5I Enterprise. The Contractor shall provide technical and engineering support to include design, installation, and repair of the following: inside cable plant (ISP), outside cable plant (OSP), Radio Frequency (RF) Cabling and Antennas, and communications equipment. The Contractor shall provide technical and engineering support to include design, installation, and repair on a condition-found basis, the following: Pedestals, Man Holes (MH)s, Hand Holes (HH)s, and Conduit Pathways. The Contractor must have experience with fiber optic, copper, wireless IP distribution systems, coaxial structured cable distribution systems, and outfitting integrated furniture systems. The contractor shall engineer, install and repair a wide range of communication systems and antenna types, to include directional and omni-directional antennas, vertical and horizontally polarized antennas and loop arrays.  The Contractor shall provide relocation and planning services for systems listed above. Relocation may include performance of Systems Operation and Verification Testing (SOVT), disconnection, packaging for transport, transport, reinstallation and post-installation SOVT in the new location. The Contractor shall provide emergency restoration in the event of a casualty or disaster. TELECOM gives the USCG the capacity to maintain and modernize ISP and OSP, sometimes referred to as “Layer One” Infrastructure. With the government-wide push towards Cloud-Based applications and the planned Zero-Trust Architecture roll out, TELECOM will ensure the USCG’s Layer One Infrastructure is reliable and resilient. TELECOM will help enable the USCG execute its Congressionally-mandated missions.",541512 - Computer Systems Design Services,20000000.0,$20M TO $50M,2025-07-02,2025-01-01,USCG/CG-914,Multiple,,USA,Firm Fixed Price,Full,,"{'contract_vehicle': 'BPA (FAR Part 8 or 13)', 'small_business_program': '8(a)', 'contract_status': 'New Requirement, No Contract', 'contract_number': 'nan', 'contractor': 'nan', 'primary_contact_first_name': 'Lawrence', 'primary_contact_last_name': 'Nesmith', 'primary_contact_phone': '(703) 417-5578', 'primary_contact_email': 'lawrence.w.nesmith@uscg.mil', 'forecast_published': '02/03/2025', 'forecast_previously_published': '05/28/2024'}"
DHS,*F2023060861,0020e1d0ac8c525e3f0ea7db88ad865f,"22277008 Refinish Floor Hangar 402 at Base Detachment Borinquen in Aguadilla Pueblo, Puerto Rico","22277008 Refinish Floor Hangar 402 at Base Detachment Borinquen in Aguadilla Pueblo, Puerto Rico",237990 - Other Heavy and Civil Engineering Construction,2000000.0,$2M TO $5M,2025-03-21,2025-07-01,USCG/SILC-Const.,Aguadilla Pueblo,PR,USA,Firm Fixed Price,,,"{'contract_vehicle': 'Definitive Contract', 'small_business_program': '8(a)', 'contract_status': 'New Requirement, No Contract', 'contract_number': 'nan', 'contractor': 'nan', 'primary_contact_first_name': 'Dannetta', 'primary_contact_last_name': 'Townsend', 'primary_contact_phone': '(757) 406-6451', 'primary_contact_email': 'Dannetta.n.townsend@uscg.mil', 'forecast_published': '02/23/2025', 'forecast_previously_published': '04/19/2024'}"
DHS,*F2023060950,4b8b061663bc50bdde4fb890ab269122,Operational Support Services (OSS),"*****This requirement is no longer planned
 
 RFQ #70RCSJ25Q00000137 was released 01/03/2024
 
 Single award to fulfill the Cybersecurity Division Operational Support Services requirements. Project management, essential strategy and policy support, and technical assistance services to support cybersecurity missions. The Contractor shall assist the Government with program management, performance management, communications support, and executive support in a technical environment that CSD requires to protect the homeland by (1) identifying, analyzing, and responding to physical and cyber events; (2) supporting the Government’s activities in establishing, coordinating, and managing internal and external programs, and (3) supporting and enhancing cybersecurity activities.
 
 This contract will be a hybrid FFP and T&M.",541611 - Administrative Management and General Management Consulting Services,100000000.0,OVER $100M,2025-01-10,2025-04-01,DHS HQ/CISA,Multiple,,USA,Combination,Full,,"{'contract_vehicle': 'GSA Schedule', 'small_business_program': 'SB', 'contract_status': 'No Longer Required', 'contract_number': 'nan', 'contractor': 'nan', 'primary_contact_first_name': 'Hannah', 'primary_contact_last_name': 'Moussa', 'primary_contact_phone': '(202) 568-4157', 'primary_contact_email': 'cisaapfsvendorinquiries@mail.cisa.dhs.gov', 'forecast_published': '02/25/2025', 'forecast_previously_published': '01/13/2025'}"
DHS,*F2023060993,d963973c569a1c1d2f36a29097200bd1,Assessment Evaluation and Standardization (AES) Support,"The Department of Homeland Security (DHS) Cybersecurity and Infrastructure Agency (CISA), Cybersecurity Division (CSD), Vulnerability Management (VM), Cyber Assessments is seeking to procure Course Instructional Support in accordance with Assessment Evaluation and Standardization (AES) Policy, Standard Operating Procedures (SOP).  The scope is to develop, maintain and instruct highly detailed technical material related to cybersecurity risk assessments and penetration testing operations, with a focus on exposure detection, impact and prioritization activities.",611420 - Computer Training,10000000.0,$10M TO $20M,2025-03-03,2025-07-01,DHS HQ/CISA,Washington,DC,USA,,,,"{'contract_vehicle': 'Definitive Contract', 'small_business_program': 'TBD', 'contract_status': 'No Longer Required', 'contract_number': 'nan', 'contractor': 'nan', 'primary_contact_first_name': 'Hannah', 'primary_contact_last_name': 'Moussa', 'primary_contact_phone': '(202) 568-4157', 'primary_contact_email': 'APFS-Inquiries@cisa.dhs.gov', 'forecast_published': '04/29/2024', 'forecast_previously_published': '04/22/2024'}"
DHS,*F2023061031,a5c8993dbe24ad7c8950941c0e7ade34,Travel Management Company (TMC) Support Services,"The United States Secret Service (USSS), Office of the Chief Financial Officer (CFO), Logistics Resource Center (LRC), requires Travel Management Company (TMC) Support Services that will establish it’s travel management processes while meeting functional, technical, and security requirements. The TMC shall, at a minimum, provide Management Support Services, Travel Support Services, and Reporting Services to support operational needs for official, domestic, and international travel of Government employees.",561510 - Travel Agencies,10000000.0,$10M TO $20M,2025-04-07,2025-04-01,USSS,Washington,DC,USA,Firm Fixed Price,,,"{'contract_vehicle': 'GSA Schedule', 'small_business_program': 'nan', 'contract_status': 'Follow-on to Existing Contract', 'contract_number': 'GS33F0022P / 70US0923F2GSA2098', 'contractor': 'CW Government Travel, Inc.', 'primary_contact_first_name': 'Yu-Jin', 'primary_contact_last_name': 'Kim', 'primary_contact_phone': '(202) 381-7208', 'primary_contact_email': 'Yu-Jin.Kim@usss.dhs.gov', 'forecast_published': '03/18/2025', 'forecast_previously_published': '02/22/2024'}"
DHS,*F2023061278,3a1d102703e844bfbaa921cdfe0708f2,Cybersecurity Technical and Engineering Support Services,"Provide the Cybersecurity Division’s (CSD), Capacity Building (CB) Subdivision with cybersecurity technical and engineering support services. This technical support shall be cross-cutting along a variety of cybersecurity and engineering domains. Additionally, CB’s objectives and priorities are dynamic and complex and as such the contractor shall use strategic vision, leverage a diverse team of subject matter experts, be flexible in addressing these cybersecurity technical and engineering Subject Matter Expert (SME) support requirements, and be pro-active and capable and ready to surge as requirements evolve.
 
 This procurement is now anticipated for award in FY2025.",541330 - Engineering Services,20000000.0,$20M TO $50M,2025-03-18,2025-07-01,DHS HQ/CISA,Arlington,VA,USA,,,,"{'contract_vehicle': 'Alliant 2', 'small_business_program': 'TBD', 'contract_status': 'No Longer Required', 'contract_number': 'nan', 'contractor': 'nan', 'primary_contact_first_name': 'Hannah', 'primary_contact_last_name': 'Moussa', 'primary_contact_phone': '(202) 568-4157', 'primary_contact_email': 'APFS-Inquiries@cisa.dhs.gov', 'forecast_published': '12/13/2023', 'forecast_previously_published': '10/30/2023'}"
DHS,*F2023061299,4ab00d060d8b744be22bdee7ba07e3a9,Data Management & Integration Support,"UPDATE:  This action is no longer anticipated for FY25.  It will remain a requirement pending review/approval by CISA and in consideration of the FY26 enacted budget, once available.  At this time, potential for award may be in the 2nd quarter of FY26.  The description, dates, and sourcing information in this record are estimates for reporting purposes only.
   
 Acquire architecture, governance, and technical support capabilities that include Cybersecurity and Infrastructure Security Agency (CISA)-wide enterprise data architecture, management, and integration to support CISA’s capability portfolio. CISA intends to leverage this support to obtain architectures and strategies to realize enhanced threat-based security architectures, as well as, strategies to ensure CISA information assets and data governances align to both cybersecurity and physical threat framework.  Furthermore, assist CISA throughout the lifecycle of the CISA data governance and management processes, in partnership within CISA Divisions and the Program Management Offices (PMOs).","518210 - Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",2000000.0,$2M TO $5M,2026-01-09,2025-01-01,DHS HQ/CISA,Arlington,VA,USA,Firm Fixed Price,Full,,"{'contract_vehicle': 'NITAAC CIO-SP3', 'small_business_program': 'SB', 'contract_status': 'New Requirement, No Contract', 'contract_number': 'nan', 'contractor': 'nan', 'primary_contact_first_name': 'Shireen', 'primary_contact_last_name': 'Belanger', 'primary_contact_phone': '(202) 710-7655', 'primary_contact_email': 'cisaapfsvendorinquiries@mail.cisa.dhs.gov', 'forecast_published': '02/18/2025', 'forecast_previously_published': '11/18/2024'}"
DHS,F2023062278,1c8a9442620a23ebd0991e2904f80fdf,"WMEC MDE JACKET WATER, LUBE OIL AND REDUCTION GEAR LUBE OIL COOLERS","The United States Coast Guard (USCG, Surface Forces Logistics Center (SFLC), Medium Endurance Cutter Product LIne (MECPL) has a requirement for the procurement of new ALCO Main Diesel Engine (MDE) Jacker Water, Lube Oil and Reduction Gear Lube Oil Coolers. The intent is to award a Base Year and Four Option Year formal contract to provide new OEM coolers.",333618 - Other Engine Equipment Manufacturing,5000000.0,$5M TO $10M,2025-02-01,2025-04-01,USCG/SFLC,"Items to be delivered to SFLC, ICP in Baltimore, M",MD,USA,Firm Fixed Price,,,"{'contract_vehicle': 'Indefinite Delivery Contract', 'small_business_program': 'nan', 'contract_status': 'New Requirement, No Contract', 'contract_number': 'nan', 'contractor': 'nan', 'primary_contact_first_name': 'Shawn', 'primary_contact_last_name': 'Riley', 'primary_contact_phone': '(206) 820-0498', 'primary_contact_email': 'shawn.p.riley2@uscg.mil', 'forecast_published': '11/27/2024', 'forecast_previously_published': 'nan'}"
DHS,F2023062346,0949d4be2dc20a33263a762ebf9e68ad,HMTAP Non A&E Services,"The scope of this effort includes non-architectural and non-engineering (non-A&E) technical assistance, including but not limited to, program application review/feasibility, research, analysis, and document development services in support of FEMA’s pre-disaster, disaster, and post-disaster mitigation and environmental compliance requirements.",541690 - Other Scientific and Technical Consulting Services,100000000.0,OVER $100M,2024-10-01,2025-04-01,FEMA,Washington DC,DC,USA,,,,"{'contract_vehicle': 'Indefinite Delivery Contract', 'small_business_program': 'nan', 'contract_status': 'Follow-on to Existing Contract', 'contract_number': '70FA6020D00000001, 70FA6020D00000002, 70FA6020D00000003', 'contractor': 'Alliance For Resilience And Mitigation (ARM), CDM Federal Programs Corporation (CDM), WSP USA Environment Infrastructure Inc. (WSP)', 'primary_contact_first_name': 'Maud', 'primary_contact_last_name': 'Lecalot', 'primary_contact_phone': '(202) 212-5548', 'primary_contact_email': 'maud.lecalotpinault@fema.dhs.gov', 'forecast_published': '08/16/2023', 'forecast_previously_published': 'nan'}"
