source,native_id,id,requirement_title,requirement_description,naics,estimated_value,est_value_unit,solicitation_date,award_date,office,place_city,place_state,place_country,contract_type,set_aside,loaded_at,extra
DOS,19AQMM24F0770,6829de3ae78d182ed47a387cd5a9b524,AWARD:  1  Year Nutanix Maintenance Renewal Node,Software package renewal - Nutanix,,500000.0,>$500K AND <$1M,2025-02-28,2025-04-16,CGFS/GSO,Washington,District of Columbia,United States,Fixed Price,HUBZone,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': 'One year or less', 'facility_security_clearance': 'nan', 'past_competition': 'Competitive', 'past_setaside': 'HUBZone', 'incumbent_contractor': '4 Star Technologies, Inc.', 'contract_vehicle': 'NASA SEWP', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Acquisition Planning', 'extent_competed': 'Competitive', 'modified': '2024-12-17 17:14:00'}"
DOS,19AQMM20D0035,336cee8f381a31a5f3b5d35747b1d543,CT Administrative and Professional Services,"The U.S. Department of State (DOS), Bureau of Counterterrorism (CT) has a requirement for a broad range of Administrative and Professional Support Services to meet the needs of CT’s operations. The required services will support CT’s administration ",,20000000.0,>$20M AND <$50M,2024-12-06,2025-03-24,CT,Washington,District of Columbia,United States,Time and Materials,Small Disadvantaged Business,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '5 years', 'facility_security_clearance': 'Top Secret / Sensitive Compartmented Information', 'past_competition': 'Competitive', 'past_setaside': 'Small Disadvantaged Business', 'incumbent_contractor': 'DISTRIBUTED COMPUTING SYSTEM SOLUTIONS PROVIDER INC., also known as HUNATEK GOVERNMENT SOLUTIONS', 'contract_vehicle': 'IDIQ', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Solicitation', 'extent_competed': 'TBD', 'modified': '2024-12-06 10:36:00'}"
DOS,19AQMM20D0036 / 19AQMM20F1332,769de4777068416f76bc87d8843ff832,CT Executive Office Budget Analyst,The Department of State's Bureau of Counterterrorism (CT)  requires support services in the form of a budget analyst for invoice review and processing and developing reports and special data sheets for analysis for financial management and funds control.,,500000.0,>$500K AND <$1M,2025-02-03,2025-03-21,CT/EX,Washington,District of Columbia,United States,Time and Materials,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '5 years', 'facility_security_clearance': 'Secret', 'past_competition': 'Competitive', 'past_setaside': 'Small Business', 'incumbent_contractor': 'PATRIOT STRATEGIES, LLC', 'contract_vehicle': 'Task Order', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Aquisition Planning', 'extent_competed': 'TBD', 'modified': '2024-12-06 10:32:00'}"
DOS,47QRAA19D009U / 19AQMM20F3357,6a9559c89f198a3443ad5200efe46d48,Counterterrorism Preparedness Program Contract,"The Department of State's Bureau of Counterterrorism (CT) requires a wide array of support services to assist with activities of the Bureau of Counterterrorism.  CT Bureau activities include policy analysis, staff assistant work, liaising, etc. ",,5000000.0,>$5M AND <$10M,2025-02-28,2025-06-30,CY/MCCR,Washington,District of Columbia,United States,Time and Materials,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '5 years', 'facility_security_clearance': 'Top Secret / Sensitive Compartmented Information', 'past_competition': 'Competitive', 'past_setaside': 'Women-Owned Small Business', 'incumbent_contractor': 'Cherokee Preting', 'contract_vehicle': 'Task Order', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Acqusition Planning', 'extent_competed': 'TBD', 'modified': '2024-12-06 10:15:00'}"
DOS,19AQMM20F7585,702c5d57d899cb489f07a616b3ac5121,ECA BPI and Program Support Svcs,Business Process Improvement & Support Services,,1000000.0,>$1M AND <$5M,2025-01-20,2025-02-28,DOS/ECA/EX,Washington,District of Columbia,United States,Labor-hour,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '5 years', 'facility_security_clearance': 'nan', 'past_competition': 'Competitive', 'past_setaside': 'Small Disadvantaged Business', 'incumbent_contractor': 'CENSEO CONSULTING GROUP INC', 'contract_vehicle': 'TBD', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'nan', 'extent_competed': 'nan', 'modified': '2024-12-06 16:54:00'}"
DOS,,db739051ea5b02468903108d739114f5,ARMORED SEDAN,ARMORED SEDAN,,50000000.0,>$50M AND <$100M,2025-05-01,2025-09-30,DS/C/DEAV,TBD,TBD,United States,Fixed Price,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'New', 'length_of_performance': '5 years', 'facility_security_clearance': 'Secret', 'past_competition': 'nan', 'past_setaside': 'No', 'incumbent_contractor': 'nan', 'contract_vehicle': 'IDIQ', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'PLANNING', 'extent_competed': 'TBD', 'modified': '2024-12-13 09:48:00'}"
DOS,,0853046f3dd77251d0447fde4a851854,ARMORED BMW X5/X7,ARMORED BMW X5/X7,,20000000.0,>$20M AND <$50M,2025-05-01,2025-09-30,DS/C/DEAV,TBD,TBD,United States,Fixed Price,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'New', 'length_of_performance': '5 years', 'facility_security_clearance': 'Secret', 'past_competition': 'nan', 'past_setaside': 'No', 'incumbent_contractor': 'nan', 'contract_vehicle': 'IDIQ', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'PLANNING', 'extent_competed': 'TBD', 'modified': '2024-12-13 09:47:00'}"
DOS,,d6b1c387a25d74d38aed9bbe2b5a6e73,R&D,Contract to cover multiple lines of Engineering Services  efforts for PSP and DEAV.,,20000000.0,>$20M AND <$50M,2025-05-01,2025-09-30,DS/C/DEAV,TBD,TBD,United States,Fixed Price,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'New', 'length_of_performance': '5 years', 'facility_security_clearance': 'Secret', 'past_competition': 'nan', 'past_setaside': 'No', 'incumbent_contractor': 'nan', 'contract_vehicle': 'IDIQ', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'PLANNING', 'extent_competed': 'TBD', 'modified': '2024-12-13 09:47:00'}"
DOS,19AQMM19A0290,3bcadd0c43e2703dc8060b03147f5d67,Personal ProtectiveEquipment (PPE),Purchase of PPE,,5000000.0,>$5M AND <$10M,2025-03-31,2025-08-30,DS/C/PSP/WMD,Arlington,Virginia,United States,Fixed Price,Small Business,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '5 years', 'facility_security_clearance': 'nan', 'past_competition': 'Competitive', 'past_setaside': 'Small Business', 'incumbent_contractor': 'Atlantic Diving Supply, Inc. (ADS)', 'contract_vehicle': 'Fixed price unit rates. 5 year contract (Base year plus four one year option periods).', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Acquisition Planning', 'extent_competed': 'TBD', 'modified': '2024-12-09 09:39:00'}"
DOS,19AQMM24F1031,2848fee03cca11f64a0d2a22cbc12ac3,Dell Server Brand Name Support,Renew support for Dell servers,,250000.0,>$250K AND <$500K,2025-02-28,2025-03-31,DS/CTS/CMO,Beltsville,Maryland,United States,General,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '1 year', 'facility_security_clearance': 'nan', 'past_competition': 'Competitive', 'past_setaside': 'No', 'incumbent_contractor': 'Veteran Technology', 'contract_vehicle': 'nan', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Planning', 'extent_competed': 'Competiive', 'modified': '2024-12-04 11:24:00'}"
DOS,19AQMM23F2763,389b69965679a1f57c7a05d9575c137d,CRIBL Suite Software,Enterprise SW Licensing,,500000.0,>$500K AND <$1M,2025-04-30,2025-06-30,DS/CTS/CMO,Washington,District of Columbia,United States,General,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '1 year', 'facility_security_clearance': 'Secret', 'past_competition': 'Competitive', 'past_setaside': 'No', 'incumbent_contractor': 'Thundercat Technology', 'contract_vehicle': 'nan', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Planning', 'extent_competed': 'Competitive', 'modified': '2024-12-04 11:32:00'}"
DOS,,f4057392b0f874913444fa918daff743,Network Intrusion Detection Modernization - NDR ,Network Intrusion Detection Modernization - NDR ,,250000.0,>$250K AND <$500K,2025-03-31,2025-04-30,DS/CTS/CMO,Beltsville,Maryland,United States,Labor-hour,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'New', 'length_of_performance': '1 year', 'facility_security_clearance': 'Secret', 'past_competition': 'nan', 'past_setaside': 'No', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Planning', 'extent_competed': 'Competitive', 'modified': '2024-12-05 07:54:00'}"
DOS,,4ad7fcfd3a9d392c1a1c200ca6c535bc,Network Intrusion Detection Modernization - NDR ,Software,,500000.0,>$500K AND <$1M,2025-03-31,2025-04-30,DS/CTS/CMO,Beltsville,Maryland,United States,General,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'New', 'length_of_performance': '1 year', 'facility_security_clearance': 'nan', 'past_competition': 'nan', 'past_setaside': 'No', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Planning', 'extent_competed': 'Competitive', 'modified': '2024-12-05 07:44:00'}"
DOS,,21c2c1e5401e33663a334a3d24b1b3e5,Network Intrusion Detection Modernization - NDR ,Hardware,,1000000.0,>$1M AND <$5M,2025-03-31,2025-04-30,DS/CTS/CMO,Beltsville,Maryland,United States,General,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'New', 'length_of_performance': '1 year', 'facility_security_clearance': 'nan', 'past_competition': 'nan', 'past_setaside': 'No', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Planning', 'extent_competed': 'Competitive', 'modified': '2024-12-05 07:53:00'}"
DOS,19AQMM23F3268,7f01f0cb947647842c0b8b982e465734,ProofPoint (ET Pro),Renewal of Proofpoint Licenses,,250000.0,>$250K AND <$500K,2025-08-31,2025-09-30,DS/CTS/CMO,Washington,District of Columbia,United States,General,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '1 year', 'facility_security_clearance': 'nan', 'past_competition': 'Competitive', 'past_setaside': 'No', 'incumbent_contractor': 'Vinitech', 'contract_vehicle': 'nan', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Planning', 'extent_competed': 'Competitive', 'modified': '2024-12-04 11:45:00'}"
DOS,,00e736c53fa5daf851c4878a69e12ff0,Nutanix OpenNet HW Refresh Maintenance and Support ,Software Licenses,,250000.0,>$250K AND <$500K,2025-07-31,2025-09-30,DS/CTS/CMO,Washington,District of Columbia,United States,General,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'New', 'length_of_performance': '1 year', 'facility_security_clearance': 'nan', 'past_competition': 'nan', 'past_setaside': 'No', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Planning', 'extent_competed': 'Competitive', 'modified': '2024-12-04 11:58:00'}"
DOS,19AQMM23F3353,5e89dc8941cd8bc3bf10aa034e385d98,DS Network Services,DS Network Services,,250000.0,>$250K AND <$500K,2024-12-20,2025-01-01,DS/EX/CTO,Multiple Cities in US,Multiple States in US,United States,Fixed Price,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '1 year', 'facility_security_clearance': 'Secret', 'past_competition': 'Sole Source', 'past_setaside': 'No', 'incumbent_contractor': 'Lumen', 'contract_vehicle': 'Lumen', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Solicitation ', 'extent_competed': 'TBD', 'modified': '2024-12-09 09:25:00'}"
DOS,19AQMM24F0440,cfae74ab7f5f1cd49bacdea22dee0f66,DS CTO PROFESSIONAL AND TECHNICAL RESEARCH AND STRATEGIC ADVISORY SERVICES,DS CTO PROFESSIONAL AND TECHNICAL RESEARCH AND STRATEGIC ADVISORY SERVICES,,1000000.0,>$1M AND <$5M,2024-12-20,2025-03-01,DS/EX/CTO,Rosslyn,Virginia,United States,Fixed Price,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '1 year', 'facility_security_clearance': 'Top Secret', 'past_competition': 'Sole Source', 'past_setaside': 'No', 'incumbent_contractor': 'GARTNER', 'contract_vehicle': 'FEDLINK', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'PLAN', 'extent_competed': 'TBD', 'modified': '2024-12-09 08:15:00'}"
DOS,19AQMM23F2453,a00a9fd2665c3fd70a1fd733c141a5cc,DS CTO MICROSOFT UNIFIED SERVICES,DS CTO MICROSOFT UNIFIED SERVICES,,500000.0,>$500K AND <$1M,2025-02-15,2025-04-01,DS/EX/CTO,Rosslyn,Virginia,United States,Fixed Price,No,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '1 year', 'facility_security_clearance': 'Secret', 'past_competition': 'Sole Source', 'past_setaside': 'No', 'incumbent_contractor': 'MICROSOFT', 'contract_vehicle': 'TBD', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'PLAN', 'extent_competed': 'TBD', 'modified': '2024-12-09 13:07:00'}"
DOS,19AQMM23F3430,2e7eddebf08520758a8cd535f931e309,Information Technology Support Services,"Software design, development, onsite deployment and sustainment support, operations, and maintenance services in support of current program office logistics systems and applications.",,1000000.0,>$1M AND <$5M,2025-04-07,2025-07-31,DS/EX/MGT/CAP,Rosslyn,Virginia,United States,TBD,TBD,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': '5 Years', 'facility_security_clearance': 'Top Secret', 'past_competition': 'Competitive', 'past_setaside': 'No', 'incumbent_contractor': 'Accenture', 'contract_vehicle': 'TBD', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Acquisition Planning', 'extent_competed': 'TBD', 'modified': '2025-02-18 09:15:00'}"
DOS,19AQMM20C0022,8600f73e3be963b0b9cb791a426c808b,Local guard services,"Local guard services.  The primary mission of these local guard force contracts is to protect the U.S. government personnel, protect life, prevent unauthorized access, maintain order, deter criminal attacks against U.S. assets and personnel, and protect U",,50000000.0,>$50M AND <$100M,2024-12-31,2025-03-31,DS/IP/OPO,Abuja,,Nigeria,Labor-Hour,Undecided,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': 'More than five years', 'facility_security_clearance': 'nan', 'past_competition': 'Competitive', 'past_setaside': 'No', 'incumbent_contractor': 'Gardaworld Federal Nigeria', 'contract_vehicle': 'Standalone Contract', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Acquisition Planning', 'extent_competed': 'Full & Open', 'modified': '2024-12-09 16:43:00'}"
DOS,19AQMM19C0030,8600f73e3be963b0b9cb791a426c808b,Local guard services,"Local guard services.  The primary mission of these local guard force contracts is to protect the U.S. government personnel, protect life, prevent unauthorized access, maintain order, deter criminal attacks against U.S. assets and personnel, and protect U",,20000000.0,>$20M AND <$50M,2024-12-31,2025-04-10,DS/IP/OPO,Kampala,,Uganda,Labor-Hour,Undecided,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': 'More than five years', 'facility_security_clearance': 'nan', 'past_competition': 'Competitive', 'past_setaside': 'No', 'incumbent_contractor': 'Torres Advance Enterprise Solutions LLC', 'contract_vehicle': 'Standalone Contract', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Evaluation Stage', 'extent_competed': 'Full & Open', 'modified': '2024-12-09 16:43:00'}"
DOS,19AQMM18C0176,8600f73e3be963b0b9cb791a426c808b,Local guard services,"Local guard services.  The primary mission of these local guard force contracts is to protect the U.S. government personnel, protect life, prevent unauthorized access, maintain order, deter criminal attacks against U.S. assets and personnel, and protect U",,10000000.0,>$10M AND <$20M,2024-12-31,2025-03-31,DS/IP/OPO,Lusaka,,Zambia,Labor-Hour,Undecided,,"{'fiscal_year': 'FY25', 'new_requirement': 'Recompete', 'length_of_performance': 'More than five years', 'facility_security_clearance': 'nan', 'past_competition': 'Competitive', 'past_setaside': 'No', 'incumbent_contractor': 'G4S Secure Integrations LLC', 'contract_vehicle': 'Standalone Contract', 'program_funding_agency': 'Department of State', 'acquisition_phase': 'Acquisition Planning', 'extent_competed': 'Full & Open', 'modified': '2024-12-09 16:44:00'}"
