source,native_id,id,requirement_title,requirement_description,naics,estimated_value,est_value_unit,solicitation_date,award_date,office,place_city,place_state,place_country,contract_type,set_aside,loaded_at,extra
DOT,,d302903ac22f615bb714e2bffab3bef7,Extended Reality Simulation and Technical Assessment Laboratory - Software,XR Laboratory Software support,,700000.0,$700000 TO $2 MILLION,2024-10-01,,FAA - Mike Monroney Aeronautical Center,,,USA,Fixed Fee,To be determined,,"{'agency': 'FAA', 'fy': '2024', 'procurement_category': 'Supplies (not listed)', 'incumbentcontract_number': 'nan', 'updates': 'nan', 'contact_name': 'Tracy Streagle', 'contact_email': 'tracy.streagle@faa.gov', 'contact_phone': 'nan', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'nan', 'expected_period_of_performance__end': 'nan', 'personnel_clearance_requirements': 'No', 'date_modified': 'September 1, 2023', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'bipartisan_infrastructure_law_opportunity': 'No'}"
DOT,76,6cd03ca58d80e2f410acea95123e32b0,Enroute Local (BIL),1301769 ZUA - Replace ESD Carpet Tiles in TELCO & 1st Fl equip area,238990.0,,,2024-10-01,2024-12-01,FAA - Mike Monroney Aeronautical Center,,,USA,,Small Business Set-Aside,,"{'agency': 'FAA', 'fy': '2024', 'procurement_category': 'Services (not listed)', 'incumbentcontract_number': 'nan', 'updates': 'nan', 'contact_name': 'Micah Willhight', 'contact_email': 'Micah.r.willhight@faa.gov', 'contact_phone': '405-954-0979', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'nan', 'expected_period_of_performance__end': 'nan', 'personnel_clearance_requirements': 'No', 'date_modified': 'August 22, 2024', 'incumbent_contractor': 'nan', 'contract_vehicle': 'FAA Contract', 'bipartisan_infrastructure_law_opportunity': 'Yes'}"
DOT,,65f101e42d420ab1863179cb5ee703a5,"Replace Roofs & Reseal Exterior of Bldg @ SUS ATCT, Chesterfield, MO","Replace Roofs & Reseal Exterior of Bldg @ SUS ATCT, Chesterfield, MO",,250000.0,$250000 TO $700000,2024-10-01,,FAA - Central Service Area,,MO,USA,,To be determined,,"{'agency': 'FAA', 'fy': '2024', 'procurement_category': 'Construction', 'incumbentcontract_number': 'nan', 'updates': 'nan', 'contact_name': 'Cody Cates', 'contact_email': 'cody.cates@faa.gov', 'contact_phone': '816-329-3551', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'nan', 'expected_period_of_performance__end': 'nan', 'personnel_clearance_requirements': 'No', 'date_modified': 'September 14, 2023', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'bipartisan_infrastructure_law_opportunity': 'No'}"
DOT,,ea12abfd7459ff652071c1a7e13d6207,"Sacramento,CA -REPLACE existing (3) 20' guyed towers with (3) new self-supported towers. BIL - construction funding","Sacramento, CA -REPLACE existing (3) 20' guyed towers with (3) new self-supported towers. BIL - construction funding",,700000.0,$700000 TO $2 MILLION,2024-10-01,,FAA - Western Service Area,,CA,USA,,To be determined,,"{'agency': 'FAA', 'fy': '2024', 'procurement_category': 'Construction', 'incumbentcontract_number': 'nan', 'updates': 'nan', 'contact_name': 'Thomas Nguyen', 'contact_email': 'thomas.nguyen@faa.gov', 'contact_phone': 'nan', 'is_this_a_followon_to_a_current_8a_contract': 'nan', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'nan', 'expected_period_of_performance__start': 'nan', 'expected_period_of_performance__end': 'nan', 'personnel_clearance_requirements': 'No', 'date_modified': 'August 29, 2023', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'bipartisan_infrastructure_law_opportunity': 'Yes'}"
DOT,OST-RTS41-2024-01,d9b253ec213779d07375fa1ad355137e,OST-RTS41-2024-01 - Freight Mobility Initiative,Freight Mobility Initiative - This contract objective is to maintain a continuous data collection and database archive of unimputed freight truck probes for use in a comprehensive set of transportation statistics on the performance and impacts of the national transportation system and for federal analysis projects related to transportation.,541990.0,2000000.0,$2 MILLION TO $5 MILLION,2024-10-01,2023-12-01,OST - Washington DC Office,,DC,USA,T&M,Full and Open,,"{'agency': 'OST', 'fy': '2024', 'procurement_category': 'Services (not listed)', 'incumbentcontract_number': '693JK418C800021', 'updates': 'nan', 'contact_name': 'Kyle Titlow', 'contact_email': 'kyle.titlow@dot.gov', 'contact_phone': '(202) 366-5534', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'nan', 'expected_period_of_performance__start': 'December 2023', 'expected_period_of_performance__end': 'November 2028', 'personnel_clearance_requirements': 'No', 'date_modified': 'September 28, 2023', 'incumbent_contractor': 'American Transportation Research Institute, Inc.', 'contract_vehicle': 'nan', 'bipartisan_infrastructure_law_opportunity': 'No'}"
DOT,2025-188,071fa9c809e7742d8c125270747ae2aa,Mobile Concrete Technology Center (MCTC) Program,"The Federal Highway Administration (FHWA) Office of Preconstruction, Construction, and Pavements (HICP-40) oversees the MCTC Program. The MCTC Program is essential in the development and deployment of new concrete pavement technologies, material test procedures, and mix design methods. ",541380.0,10000000.0,$10 MILLION TO $20 MILLION,2024-10-01,2025-02-01,FHWA - Washington DC / Office of Contracts and Procurement,,DC,USA,,8(a) Competitive,,"{'agency': 'FHWA', 'fy': '2025', 'procurement_category': 'Engineering Services', 'incumbentcontract_number': '693JJ320C000003', 'updates': 'nan', 'contact_name': 'Marcus Fowler', 'contact_email': 'marcus.fowler@dot.gov', 'contact_phone': '202 366 4840', 'is_this_a_followon_to_a_current_8a_contract': 'Yes', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'February 2025', 'expected_period_of_performance__end': 'February 2029', 'personnel_clearance_requirements': 'No', 'date_modified': 'November 26, 2024', 'incumbent_contractor': 'ATI, Inc.', 'contract_vehicle': 'nan', 'bipartisan_infrastructure_law_opportunity': 'Yes'}"
DOT,2024-044,52df570e6549f9de58e908bfefeacc69,CA FLAP SCR T5(1) MONTEREY BAY SANCTUARY SCENIC TRAIL,"The project consists of 5.0 miles of Multi-Use Trail parallel to existing railroad tracks north of the City of the Santa Cruz, CA. The trail will include a 12-foot paved trail and a parallel variable-width  gravel trail. The limits of this project are Wilder Ranch Parking Lot on the South (rail MP 23.6) and a private drive railroad crossing access (rail MP 28.6) on the north side.",237310.0,20000000.0,$20 MILLION TO $50 MILLION,2024-10-01,,FHWA - Central Federal Lands Highway Division,,,USA,,To be determined,,"{'agency': 'FHWA', 'fy': '2024', 'procurement_category': 'Construction', 'incumbentcontract_number': 'nan', 'updates': 'nan', 'contact_name': 'Joe Wilson', 'contact_email': 'CFLContracts@dot.gov', 'contact_phone': '(720) 963-3500', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'nan', 'expected_period_of_performance__end': 'nan', 'personnel_clearance_requirements': 'No', 'date_modified': 'August 23, 2023', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'bipartisan_infrastructure_law_opportunity': 'Yes'}"
DOT,2024-086,3fb0105d0c63c1969352b93e3723de06,PR ER DOT PRMNT RPR(25),Landslide repairs in the West Region.,237310.0,5000000.0,$5 MILLION TO $10 MILLION,2024-10-01,,FHWA - Eastern Federal Lands Highway Division,,,USA,,Small Business Set-Aside,,"{'agency': 'FHWA', 'fy': '2024', 'procurement_category': 'Construction', 'incumbentcontract_number': 'nan', 'updates': 'Acquisition Planning Stage', 'contact_name': 'C. Shawn Long', 'contact_email': 'EFLHD.Contracts@dot.gov', 'contact_phone': 'nan', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'nan', 'expected_period_of_performance__end': 'nan', 'personnel_clearance_requirements': 'No', 'date_modified': 'August 25, 2023', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'bipartisan_infrastructure_law_opportunity': 'nan'}"
DOT,2023-061,d560345db960ee27916dac836ab4ee39,FHWA Programmatic Support Services,FHWA Office of Directors of Field Services will seek Professional Engineering Services to provide technical and administrative support to the FHWA Divisions’ stewardship and oversight responsibilities in administering Federal-aid highway projects that are funded and awarded under the transportation bill (BIL).,541611.0,5000000.0,$5 MILLION TO $10 MILLION,2024-10-01,,FHWA - Washington DC / Office of Contracts and Procurement,,,USA,,8(a) Competitive,,"{'agency': 'FHWA', 'fy': '2026', 'procurement_category': 'Engineering Services', 'incumbentcontract_number': 'nan', 'updates': 'nan', 'contact_name': 'Jessie Yung', 'contact_email': 'Jessie.Yung@dot.gov', 'contact_phone': '202-815-1510', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'nan', 'expected_period_of_performance__end': 'nan', 'personnel_clearance_requirements': 'nan', 'date_modified': 'nan', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'bipartisan_infrastructure_law_opportunity': 'nan'}"
DOT,35-Facilities & Security Services Group,a8f45dee68e15ef657d0795dff10918e,Facilities & Security Services Group-21006707 Replace existing 61 year old deteriorated LCH VOR/ LCH TACAN BLDG,Full Facility modernization,,700000.0,$700000 TO $2 MILLION,2024-10-01,2024-10-01,FAA - Mike Monroney Aeronautical Center,,LA,USA,Fixed Fee,8(a) Competitive,,"{'agency': 'FAA', 'fy': '2025', 'procurement_category': 'Construction', 'incumbentcontract_number': 'nan', 'updates': 'nan', 'contact_name': 'Ralph Bustamante', 'contact_email': 'ralph.bustamante@faa.gov', 'contact_phone': 'nan', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'October 2024', 'expected_period_of_performance__end': 'December 2024', 'personnel_clearance_requirements': 'nan', 'date_modified': 'September 4, 2024', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'bipartisan_infrastructure_law_opportunity': 'Yes'}"
DOT,,bf66f4a52284b2d0c2bd919c85ab040c,"Boeing 737 MAX (-8, -9)","Boeing 737 MAX (-8, -9) ",611512.0,,TBD,2024-10-01,2024-10-01,FAA - Mike Monroney Aeronautical Center,,OK,USA,,Sole Source,,"{'agency': 'FAA', 'fy': '2025', 'procurement_category': 'Education Services', 'incumbentcontract_number': 'nan', 'updates': 'In progress', 'contact_name': 'barry carrington', 'contact_email': 'barry.carrington@faa.gov', 'contact_phone': '405-954-1081', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'October 2024', 'expected_period_of_performance__end': 'October 2025', 'personnel_clearance_requirements': 'No', 'date_modified': 'September 5, 2024', 'incumbent_contractor': 'nan', 'contract_vehicle': 'FFP', 'bipartisan_infrastructure_law_opportunity': 'nan'}"
DOT,32-EOSH,bb2e54b8f596eb1e660cc767dbd14c5b,EOSH-TWOB - Ontario spill site cleanup,EOSH-TWOB - Ontario spill site cleanup - Environmental Cleanup Support,,,,2024-10-01,2024-12-01,FAA - Western Service Area,,CA,USA,,8(a) Competitive,,"{'agency': 'FAA', 'fy': '2025', 'procurement_category': 'Environmental Services', 'incumbentcontract_number': 'nan', 'updates': 'nan', 'contact_name': 'Aemon Wetmore', 'contact_email': 'aemon.wetmore@faa.gov', 'contact_phone': 'nan', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'October 2024', 'expected_period_of_performance__end': 'December 2024', 'personnel_clearance_requirements': 'nan', 'date_modified': 'August 30, 2024', 'incumbent_contractor': 'nan', 'contract_vehicle': 'no', 'bipartisan_infrastructure_law_opportunity': 'No'}"
DOT,,45524aaaaff7a0cf5a7af9403c9bdc10,Bell 525 Recurrent Pilot Training,Bell (525) Helicopter Recurrent pilot Training,,,TBD,2024-10-01,2024-03-01,FAA - Mike Monroney Aeronautical Center,,,USA,,To be determined,,"{'agency': 'FAA', 'fy': '2024', 'procurement_category': 'Services (not listed)', 'incumbentcontract_number': 'nan', 'updates': 'market research', 'contact_name': 'Katie Nguyen', 'contact_email': 'katie.c.nguyen@faa.gov', 'contact_phone': 'nan', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'March 2024', 'expected_period_of_performance__end': 'September 2024', 'personnel_clearance_requirements': 'No', 'date_modified': 'August 17, 2023', 'incumbent_contractor': 'nan', 'contract_vehicle': 'purchase order', 'bipartisan_infrastructure_law_opportunity': 'nan'}"
DOT,77,1bdf87c324baed35164869f54b1e2ee4,Enroute Local (BIL),"1303555 ZUA - Paint 2nd Floor Doors, Frames, and corridors",238990.0,,,2024-10-01,2024-12-01,FAA - Mike Monroney Aeronautical Center,,,USA,,Small Business Set-Aside,,"{'agency': 'FAA', 'fy': '2024', 'procurement_category': 'Services (not listed)', 'incumbentcontract_number': 'nan', 'updates': 'nan', 'contact_name': 'Micah Willhight', 'contact_email': 'Micah.r.willhight@faa.gov', 'contact_phone': '405-954-0979', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'No', 'expected_period_of_performance__start': 'nan', 'expected_period_of_performance__end': 'nan', 'personnel_clearance_requirements': 'No', 'date_modified': 'August 22, 2024', 'incumbent_contractor': 'nan', 'contract_vehicle': 'FAA Contract', 'bipartisan_infrastructure_law_opportunity': 'Yes'}"
DOT,,d0b875a3955f70e6b3b03e1ab06b94a5,"Sunnyside, UT -REPLACE existing (4) 30' guyed towers with (4) new 30' self supported towers","REPLACE existing (4) 30' guyed towers with (4) new 30' self supported towers at Sunnyside, UT",,700000.0,$700000 TO $2 MILLION,2024-10-01,,FAA - Western Service Area,,UT,USA,,To be determined,,"{'agency': 'FAA', 'fy': '2024', 'procurement_category': 'Construction', 'incumbentcontract_number': 'nan', 'updates': 'nan', 'contact_name': 'Thomas Nguyen', 'contact_email': 'thomas.nguyen@faa.gov', 'contact_phone': 'nan', 'is_this_a_followon_to_a_current_8a_contract': 'nan', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'nan', 'expected_period_of_performance__start': 'nan', 'expected_period_of_performance__end': 'nan', 'personnel_clearance_requirements': 'No', 'date_modified': 'August 29, 2023', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'bipartisan_infrastructure_law_opportunity': 'Yes'}"
DOT,OST-RTS41-2024-02,7d586cf5b443974b8fa2f10c7b60af12,OST-RTS41-2024-02 - Rail Performance Data Program,"Rail Performance Data Program - this program will establish and maintain a near real-time, national-scale data collection of railcar and train data elements for use as a comprehensive set of transportation statistics on the performance and impacts of the US Railway national transportation system. This data is needed to boost access to timely and relevant authoritative statistical products to support policy and decision makers as they address issues that are critical to making our rail transportation safer and more efficient.",541990.0,5000000.0,$5 MILLION TO $10 MILLION,2024-10-01,2024-03-01,OST - Washington DC Office,,DC,USA,Fixed Fee,Full and Open,,"{'agency': 'OST', 'fy': '2024', 'procurement_category': 'Services (not listed)', 'incumbentcontract_number': 'nan', 'updates': 'nan', 'contact_name': 'Laura Dods', 'contact_email': 'laura.dods@dot.gov', 'contact_phone': '(202) 430-0566', 'is_this_a_followon_to_a_current_8a_contract': 'No', 'is_this_funded_through_the_american_recovery_and_reinvestment_act': 'nan', 'contract_awarded': 'nan', 'expected_period_of_performance__start': 'March 2024', 'expected_period_of_performance__end': 'February 2029', 'personnel_clearance_requirements': 'No', 'date_modified': 'September 28, 2023', 'incumbent_contractor': 'nan', 'contract_vehicle': 'nan', 'bipartisan_infrastructure_law_opportunity': 'No'}"
